ProbeName	Transcript_ID	Species	Amadid	Description
DETOX_239_PI422610884	AGAP003066-RA	Anopheles gambiae	27057	CYP304B1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M5
DETOX_24_PI422610884	AGAP008436-RA	Anopheles gambiae	27057	ABCC11 - ABC transporter; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O17; alternative detox probe for AG_DETOX_P008
DETOX_240_PI422610884	AGAP003066-RA	Anopheles gambiae	27057	CYP304B1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M5; alternative detox probe for AG_DETOX_P080
DETOX_241_PI422610884	AGAP003067-RA	Anopheles gambiae	27057	CYP304C1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M9
DETOX_242_PI422610884	AGAP003067-RA	Anopheles gambiae	27057	CYP304C1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M9
DETOX_243_PI422610884	AGAP003067-RA	Anopheles gambiae	27057	CYP304C1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M9; alternative detox probe for AG_DETOX_P081
DETOX_244_PI422610884	AGAP005656-RA	Anopheles gambiae	27057	CYP305A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M13
DETOX_245_PI422610884	AGAP005656-RA	Anopheles gambiae	27057	CYP305A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M13
DETOX_246_PI422610884	AGAP005656-RA	Anopheles gambiae	27057	CYP305A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M13; alternative detox probe for AG_DETOX_P082
DETOX_247_PI422610884	AGAP005657-RA	Anopheles gambiae	27057	"CYP305A3 - partial genomic sequence, Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F20"
DETOX_248_PI422610884	AGAP005657-RA	Anopheles gambiae	27057	"CYP305A3 - partial genomic sequence, Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F20"
DETOX_249_PI422610884	AGAP005657-RA	Anopheles gambiae	27057	"CYP305A3 - partial genomic sequence, Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1F20; alternative detox probe for AG_DETOX_P083"
DETOX_25_PI422610884	AGAP007917-RA	Anopheles gambiae	27057	ABCC12 - ABC transporter; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O21
DETOX_250_PI422610884	AGAP005660-RA	Anopheles gambiae	27057	CYP305A4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M7
DETOX_251_PI422610884	AGAP005660-RA	Anopheles gambiae	27057	CYP305A4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M7
DETOX_252_PI422610884	AGAP005660-RA	Anopheles gambiae	27057	CYP305A4 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M7; alternative detox probe for AG_DETOX_P084
DETOX_253_PI422610884	AGAP005660-RA	Anopheles gambiae	27057	CYP306A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O3
DETOX_254_PI422610884	AGAP005660-RA	Anopheles gambiae	27057	CYP306A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O3
DETOX_255_PI422610884	AGAP005660-RA	Anopheles gambiae	27057	CYP306A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O3; alternative detox probe for AG_DETOX_P085
DETOX_256_PI422610884	AGAP004665-RA	Anopheles gambiae	27057	CYP307A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G2
DETOX_257_PI422610884	AGAP004665-RA	Anopheles gambiae	27057	CYP307A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G2
DETOX_258_PI422610884	AGAP004665-RA	Anopheles gambiae	27057	CYP307A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G2; alternative detox probe for AG_DETOX_P086
DETOX_259_PI422610884	AGAP001039-RA	Anopheles gambiae	27057	CYP307B1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M17
DETOX_26_PI422610884	AGAP007917-RA	Anopheles gambiae	27057	ABCC12 - ABC transporter; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O21
DETOX_260_PI422610884	AGAP001039-RA	Anopheles gambiae	27057	CYP307B1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M17
DETOX_261_PI422610884	AGAP001039-RA	Anopheles gambiae	27057	CYP307B1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M17; alternative detox probe for AG_DETOX_P087
DETOX_262_PI422610884	AGAP008682-RA	Anopheles gambiae	27057	CYP314A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M21
DETOX_263_PI422610884	AGAP008682-RA	Anopheles gambiae	27057	CYP314A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M21
DETOX_264_PI422610884	AGAP008682-RA	Anopheles gambiae	27057	CYP314A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M21; alternative detox probe for AG_DETOX_P088
DETOX_265_PI422610884	AGAP002429-RA	Anopheles gambiae	27057	CYP315A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M2
DETOX_266_PI422610884	AGAP002429-RA	Anopheles gambiae	27057	CYP315A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M2
DETOX_267_PI422610884	AGAP002429-RA	Anopheles gambiae	27057	CYP315A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M2; alternative detox probe for AG_DETOX_P089
DETOX_268_PI422610884	AGAP000284-RA	Anopheles gambiae	27057	CYP325A1 - Cytochrome P450 monooxygenase; cross-hyb to CYP325A2; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M6
DETOX_269_PI422610884	AGAP000284-RA	Anopheles gambiae	27057	CYP325A1 - Cytochrome P450 monooxygenase; cross-hyb to CYP325A2; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M6
DETOX_27_PI422610884	AGAP007917-RA	Anopheles gambiae	27057	ABCC12 - ABC transporter; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O21; alternative detox probe for AG_DETOX_P009
DETOX_270_PI422610884	AGAP000284-RA	Anopheles gambiae	27057	CYP325A1 - Cytochrome P450 monooxygenase; cross-hyb to CYP325A2; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M6; alternative detox probe for AG_DETOX_P090
DETOX_271_PI422610884	AGAP002209-RA	Anopheles gambiae	27057	CYP325A2 - Cytochrome P450 monooxygenase; cross-hyb to CYP325A1; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O14
DETOX_272_PI422610884	AGAP002209-RA	Anopheles gambiae	27057	CYP325A2 - Cytochrome P450 monooxygenase; cross-hyb to CYP325A1; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O14
DETOX_273_PI422610884	AGAP002209-RA	Anopheles gambiae	27057	CYP325A2 - Cytochrome P450 monooxygenase; cross-hyb to CYP325A1; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O14
DETOX_274_PI422610884	AGAP002208-RA	Anopheles gambiae	27057	CYP325A3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G21
DETOX_275_PI422610884	AGAP002208-RA	Anopheles gambiae	27057	CYP325A3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G21
DETOX_276_PI422610884	AGAP002208-RA	Anopheles gambiae	27057	CYP325A3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G21; alternative detox probe for AG_DETOX_P092
DETOX_277_PI422610884	AGAP002210-RA	Anopheles gambiae	27057	CYP325B1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I16
DETOX_278_PI422610884	AGAP002210-RA	Anopheles gambiae	27057	CYP325B1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I16
DETOX_279_PI422610884	AGAP002210-RA	Anopheles gambiae	27057	CYP325B1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I16; alternative detox probe for AG_DETOX_P093
DETOX_28_PI422610884	AGAP008437-RA	Anopheles gambiae	27057	ABCC8 - ABC transporte; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O5
DETOX_280_PI422610884	AGAP002207-RA	Anopheles gambiae	27057	CYP325C1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G17
DETOX_281_PI422610884	AGAP002207-RA	Anopheles gambiae	27057	CYP325C1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G17
DETOX_282_PI422610884	AGAP002207-RA	Anopheles gambiae	27057	CYP325C1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G17; alternative detox probe for AG_DETOX_P094
DETOX_283_PI422610884	AGAP002205-RA	Anopheles gambiae	27057	CYP325C2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G9
DETOX_284_PI422610884	AGAP002205-RA	Anopheles gambiae	27057	CYP325C2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G9
DETOX_285_PI422610884	AGAP002205-RA	Anopheles gambiae	27057	CYP325C2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G9; alternative detox probe for AG_DETOX_P095
DETOX_286_PI422610884	AGAP009696-RA	Anopheles gambiae	27057	CYP325C3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G3
DETOX_287_PI422610884	AGAP009696-RA	Anopheles gambiae	27057	CYP325C3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G3
DETOX_288_PI422610884	AGAP009696-RA	Anopheles gambiae	27057	CYP325C3 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G3; alternative detox probe for AG_DETOX_P096
DETOX_289_PI422610884	AGAP002206-RA	Anopheles gambiae	27057	CYP325D1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G13
DETOX_29_PI422610884	AGAP008437-RA	Anopheles gambiae	27057	ABCC8 - ABC transporte; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O5
DETOX_290_PI422610884	AGAP002206-RA	Anopheles gambiae	27057	CYP325D1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G13
DETOX_291_PI422610884	AGAP002206-RA	Anopheles gambiae	27057	CYP325D1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1G13; alternative detox probe for AG_DETOX_P097
DETOX_292_PI422610884	AGAP002203-RA	Anopheles gambiae	27057	CYP325D2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O7
DETOX_293_PI422610884	AGAP002203-RA	Anopheles gambiae	27057	CYP325D2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O7
DETOX_294_PI422610884	AGAP002203-RA	Anopheles gambiae	27057	CYP325D2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O7; alternative detox probe for AG_DETOX_P098
DETOX_295_PI422610884	AGAP002202-RA	Anopheles gambiae	27057	CYP325E1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I12
DETOX_296_PI422610884	AGAP002202-RA	Anopheles gambiae	27057	CYP325E1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I12
DETOX_297_PI422610884	AGAP002202-RA	Anopheles gambiae	27057	CYP325E1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I12; alternative detox probe for AG_DETOX_P099
DETOX_298_PI422610884	AGAP002197-RA	Anopheles gambiae	27057	CYP325F1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I8
DETOX_299_PI422610884	AGAP002197-RA	Anopheles gambiae	27057	CYP325F1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I8
DETOX_3_PI422610884	AGAP002278-RA	Anopheles gambiae	27057	ABCB1 - ABC transporter ; alternative detox probe for AG_DETOX_P001
DETOX_30_PI422610884	AGAP008437-RA	Anopheles gambiae	27057	ABCC8 - ABC transporte; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O5; alternative detox probe for AG_DETOX_P010
DETOX_300_PI422610884	AGAP002197-RA	Anopheles gambiae	27057	CYP325F1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I8; alternative detox probe for AG_DETOX_P100
DETOX_301_PI422610884	AGAP002195-RA	Anopheles gambiae	27057	CYP325F2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I23
DETOX_302_PI422610884	AGAP002195-RA	Anopheles gambiae	27057	CYP325F2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I23
DETOX_303_PI422610884	AGAP002195-RA	Anopheles gambiae	27057	CYP325F2 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I23; alternative detox probe for AG_DETOX_P101
DETOX_304_PI422610884	AGAP002196-RA	Anopheles gambiae	27057	CYP325G1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I4
DETOX_305_PI422610884	AGAP002196-RA	Anopheles gambiae	27057	CYP325G1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I4
DETOX_306_PI422610884	AGAP002196-RA	Anopheles gambiae	27057	CYP325G1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I4; alternative detox probe for AG_DETOX_P102
DETOX_307_PI422610884	AGAP002138-RA	Anopheles gambiae	27057	CYP325H1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I19
DETOX_308_PI422610884	AGAP002138-RA	Anopheles gambiae	27057	CYP325H1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I19
DETOX_309_PI422610884	AGAP002138-RA	Anopheles gambiae	27057	CYP325H1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I19; alternative detox probe for AG_DETOX_P103
DETOX_31_PI422610884	AGAP001356-RA	Anopheles gambiae	27057	ACE1 - acetylcholinesterase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1K22
DETOX_310_PI422610884	AGAP001443-RA	Anopheles gambiae	27057	CYP325J1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I15
DETOX_311_PI422610884	AGAP001443-RA	Anopheles gambiae	27057	CYP325J1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I15
DETOX_312_PI422610884	AGAP001443-RA	Anopheles gambiae	27057	CYP325J1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I15; alternative detox probe for AG_DETOX_P104
DETOX_313_PI422610884	AGAP002555-RA	Anopheles gambiae	27057	CYP325K1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I20
DETOX_314_PI422610884	AGAP002555-RA	Anopheles gambiae	27057	CYP325K1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I20
DETOX_315_PI422610884	AGAP002555-RA	Anopheles gambiae	27057	CYP325K1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I20; alternative detox probe for AG_DETOX_P105
DETOX_316_PI422610884	AGAP003522-RA	Anopheles gambiae	27057	CYP329A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M10
DETOX_317_PI422610884	AGAP003522-RA	Anopheles gambiae	27057	CYP329A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M10
DETOX_318_PI422610884	AGAP003522-RA	Anopheles gambiae	27057	CYP329A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1M10; alternative detox probe for AG_DETOX_P106
DETOX_319_PI422610884	AGAP005774-RA	Anopheles gambiae	27057	CYP49A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I7
DETOX_32_PI422610884	AGAP001356-RA	Anopheles gambiae	27057	ACE1 - acetylcholinesterase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1K22
DETOX_320_PI422610884	AGAP005774-RA	Anopheles gambiae	27057	CYP49A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I7
DETOX_321_PI422610884	AGAP005774-RA	Anopheles gambiae	27057	CYP49A1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1I7; alternative detox probe for AG_DETOX_P107
DETOX_322_PI422610884	AGAP003608-RA	Anopheles gambiae	27057	CYP4AA1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E17
DETOX_323_PI422610884	AGAP003608-RA	Anopheles gambiae	27057	CYP4AA1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E17
DETOX_324_PI422610884	AGAP003608-RA	Anopheles gambiae	27057	CYP4AA1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E17; alternative detox probe for AG_DETOX_P108
DETOX_325_PI422610884	AGAP002417-RA	Anopheles gambiae	27057	CYP4AR1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E13
DETOX_326_PI422610884	AGAP002417-RA	Anopheles gambiae	27057	CYP4AR1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E13
DETOX_327_PI422610884	AGAP002417-RA	Anopheles gambiae	27057	CYP4AR1 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E13; alternative detox probe for AG_DETOX_P109
DETOX_328_PI422610884	AGAP000194-RA	Anopheles gambiae	27057	CYP4C25 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C7
DETOX_329_PI422610884	AGAP000194-RA	Anopheles gambiae	27057	CYP4C25 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C7
DETOX_33_PI422610884	AGAP001356-RA	Anopheles gambiae	27057	ACE1 - acetylcholinesterase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1K22; alternative detox probe for AG_DETOX_P011
DETOX_330_PI422610884	AGAP000194-RA	Anopheles gambiae	27057	CYP4C25 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C7; alternative detox probe for AG_DETOX_P110
DETOX_331_PI422610884	AGAP000192-RA	Anopheles gambiae	27057	CYP4C26 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C3
DETOX_332_PI422610884	AGAP000192-RA	Anopheles gambiae	27057	CYP4C26 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C3
DETOX_333_PI422610884	AGAP000192-RA	Anopheles gambiae	27057	CYP4C26 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C3; alternative detox probe for AG_DETOX_P111
DETOX_334_PI422610884	AGAP009246-RA	Anopheles gambiae	27057	CYP4C27 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C20
DETOX_335_PI422610884	AGAP009246-RA	Anopheles gambiae	27057	CYP4C27 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C20
DETOX_336_PI422610884	AGAP009246-RA	Anopheles gambiae	27057	CYP4C27 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C20; alternative detox probe for AG_DETOX_P112
DETOX_337_PI422610884	AGAP010414-RA	Anopheles gambiae	27057	CYP4C28 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C24
DETOX_338_PI422610884	AGAP010414-RA	Anopheles gambiae	27057	CYP4C28 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C24
DETOX_339_PI422610884	AGAP010414-RA	Anopheles gambiae	27057	CYP4C28 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C24; alternative detox probe for AG_DETOX_P113
DETOX_34_PI422610884	AGAP000466-RA	Anopheles gambiae	27057	ACE2 - acetylcholinesterase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O1
DETOX_340_PI422610884	AGAP009240-RA	Anopheles gambiae	27057	CYP4C35 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E10
DETOX_341_PI422610884	AGAP009240-RA	Anopheles gambiae	27057	CYP4C35 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E10
DETOX_342_PI422610884	AGAP009240-RA	Anopheles gambiae	27057	CYP4C35 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E10; alternative detox probe for AG_DETOX_P114
DETOX_343_PI422610884	AGAP009241-RA	Anopheles gambiae	27057	CYP4C36 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E18
DETOX_344_PI422610884	AGAP009241-RA	Anopheles gambiae	27057	CYP4C36 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E18
DETOX_345_PI422610884	AGAP009241-RA	Anopheles gambiae	27057	CYP4C36 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E18; alternative detox probe for AG_DETOX_P115
DETOX_346_PI422610884	AGAP000193-RA	Anopheles gambiae	27057	CYP4C37 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E1
DETOX_347_PI422610884	AGAP000193-RA	Anopheles gambiae	27057	CYP4C37 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E1
DETOX_348_PI422610884	AGAP000193-RA	Anopheles gambiae	27057	CYP4C37 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1E1; alternative detox probe for AG_DETOX_P116
DETOX_349_PI422610884	AGAP002418-RA	Anopheles gambiae	27057	CYP4D15 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C4
DETOX_35_PI422610884	AGAP000466-RA	Anopheles gambiae	27057	ACE2 - acetylcholinesterase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O1
DETOX_350_PI422610884	AGAP002418-RA	Anopheles gambiae	27057	CYP4D15 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C4
DETOX_351_PI422610884	AGAP002418-RA	Anopheles gambiae	27057	CYP4D15 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C4; alternative detox probe for AG_DETOX_P117
DETOX_352_PI422610884	AGAP002418-RA	Anopheles gambiae	27057	CYP4D16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C12
DETOX_353_PI422610884	AGAP002418-RA	Anopheles gambiae	27057	CYP4D16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C12
DETOX_354_PI422610884	AGAP002418-RA	Anopheles gambiae	27057	CYP4D16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C12; alternative detox probe for AG_DETOX_P118
DETOX_355_PI422610884	AGAP012957-RA	Anopheles gambiae	27057	CYP4D17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C8
DETOX_356_PI422610884	AGAP012957-RA	Anopheles gambiae	27057	CYP4D17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C8
DETOX_357_PI422610884	AGAP012957-RA	Anopheles gambiae	27057	CYP4D17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C8; alternative detox probe for AG_DETOX_P119
DETOX_358_PI422610884	AGAP002419-RA	Anopheles gambiae	27057	CYP4D22 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B24
DETOX_359_PI422610884	AGAP002419-RA	Anopheles gambiae	27057	CYP4D22 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B24
DETOX_36_PI422610884	AGAP000466-RA	Anopheles gambiae	27057	ACE2 - acetylcholinesterase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1O1; alternative detox probe for AG_DETOX_P012
DETOX_360_PI422610884	AGAP002419-RA	Anopheles gambiae	27057	CYP4D22 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B24; alternative detox probe for AG_DETOX_P120
DETOX_361_PI422610884	AGAP001076-RA	Anopheles gambiae	27057	CYP4G16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C11
DETOX_362_PI422610884	AGAP001076-RA	Anopheles gambiae	27057	CYP4G16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C11
DETOX_363_PI422610884	AGAP001076-RA	Anopheles gambiae	27057	CYP4G16 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1C11; alternative detox probe for AG_DETOX_P121
DETOX_364_PI422610884	AGAP000877-RA	Anopheles gambiae	27057	CYP4G17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B20
DETOX_365_PI422610884	AGAP000877-RA	Anopheles gambiae	27057	CYP4G17 - Cytochrome P450 monooxygenase; target probed by LSTM-AGAM-DETOX V3 probe agam-detox-1B20
